segmento,estado_venda,nome_bem,endereco_mestre,distrito,proprietario,tipo_zepec,esfera,m2_ja_transferido,pcpt_m2,saldo_pcpt_m2,preco_legal_ref_brl,preco_proxy_brl,zona,ca_basico,fi_aplicado,regime_pcpt,qualidade_estimativa,area_terreno_m2,v_outorga_m2_q14,v_outorga_max_q14,pendencia_calculo,status_fundurb,intercorrencia_fundurb,data_ref,sql_mestre
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Conjunto Residencial No Bairro do Belém / Vila Boyes,"Avenida Celso Garcia, 1841, 1845",Belém,,tombado,municipal,,194.40,194.40,117345.67,469382.69,ZEUP,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,162,2414.52,2414.52,OK (Atc+CAbás+V) — cálculo completo,,,2019-04-10,1960180006
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Conjunto Residencial No Bairro do Belém / Vila Boyes,"Rua Caruapanã, 23",Belém,,tombado,municipal,,70.80,70.80,42737.01,111289.81,ZM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,59,1571.89,2414.52,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$2414.52/m² (face atual: R$1571.89/m²)",,,2019-04-10,1960180086
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Conjunto Residencial No Bairro do Belém / Vila Boyes,"Rua do Curimã, 20",Belém,,tombado,municipal,,64.80,64.80,39115.23,101858.47,ZM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,54,1571.89,2414.52,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$2414.52/m² (face atual: R$1571.89/m²)",,,2019-04-10,1960180027
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Conjunto Residencial No Bairro do Belém / Vila Boyes,"Rua Caruapanã, 10",Belém,,tombado,municipal,,85.20,85.20,51429.28,133925.03,ZM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,71,1571.89,2414.52,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$2414.52/m² (face atual: R$1571.89/m²)",,,2019-04-10,1960180012
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Conjunto Residencial No Bairro do Belém / Vila Boyes,"Rua Caruapanã, 37",Belém,,tombado,municipal,,68.40,68.40,41288.29,107517.28,ZM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,57,1571.89,2414.52,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$2414.52/m² (face atual: R$1571.89/m²)",,,2019-04-10,1960180079
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Conjunto Residencial No Bairro do Belém / Vila Boyes,"Rua Intendência, 136",Belém,,tombado,municipal,,64.80,64.80,39115.23,132057.22,ZM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,54,2037.92,2414.52,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$2414.52/m² (face atual: R$2037.92/m²)",,,2019-04-10,1960180118
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Conjunto Residencial No Bairro do Belém / Vila Boyes,"Rua do Curimã, 13",Belém,,tombado,municipal,,,,,,,,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,57,1571.89,2414.52,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$2414.52/m² (face atual: R$1571.89/m²) | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)",,,2019-04-10,1960180045
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Conjunto Residencial No Bairro do Belém / Vila Boyes,"Rua Caruapanã, 4",Belém,,tombado,municipal,,80.40,80.40,48531.85,126379.96,ZM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,67,1571.89,2414.52,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$2414.52/m² (face atual: R$1571.89/m²)",,,2019-04-10,1960180009
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Conjunto Residencial No Bairro do Belém / Vila Boyes,"Rua Caruapanã, 2",Belém,,tombado,municipal,,,,,,,,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,76,1571.89,2414.52,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$2414.52/m² (face atual: R$1571.89/m²) | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)",,,2019-04-10,1960180008
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Conjunto Residencial No Bairro do Belém / Vila Boyes,"Rua Intendência, 148",Belém,,tombado,municipal,,68.40,68.40,41288.29,139393.73,ZM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,57,2037.92,2414.52,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$2414.52/m² (face atual: R$2037.92/m²)",,,2019-04-10,1960180120
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Conjunto Residencial No Bairro do Belém / Vila Boyes,"Rua do Curimã, 9",Belém,,tombado,municipal,,,,,,,,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,54,1571.89,2414.52,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$2414.52/m² (face atual: R$1571.89/m²) | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)",,,2019-04-10,1960180047
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Conjunto Residencial No Bairro do Belém / Vila Boyes,"Rua Intendência, 102",Belém,,tombado,municipal,,64.80,64.80,39115.23,132057.22,ZM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,54,2037.92,2414.52,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$2414.52/m² (face atual: R$2037.92/m²)",,,2019-04-10,1960180113
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Conjunto Residencial No Bairro do Belém / Vila Boyes,"Rua Curimã, 14",Belém,,tombado,municipal,,64.80,64.80,39115.23,101858.47,ZM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,54,1571.89,2414.52,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$2414.52/m² (face atual: R$1571.89/m²)",,,2019-04-10,1960180024
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Estação Armênia do Metrô / Acesso à Estação Ponte Pequena / Obra de Marcello Aciolly Fragelli / 1968,Avenida do Estado,Bom Retiro,,tombado,municipal,,,,,,,,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,5825,2054.30,2054.30,Zona: lote sem sobreposição (sem SQL / lote / fora de zona),,,2017-12-21,0180230037
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Estação Elevatória de Esgotos da Ponte Pequena,"Avenida do Estado, 787",Bom Retiro,,tombado,municipal+estadual,,6050.46,6050.46,3141655.98,12566623.91,AC-1,0.6,0.1,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,100841,2076.97,2076.97,OK (Atc+CAbás+V) — cálculo completo,,,2017-08-29,0180010008
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Estação da Luz / Rede Ferroviaria Federal S.a.,"Rua General Couto de Magalhães, 5",Bom Retiro,,tombado,municipal+estadual+federal,,8332.50,8332.50,5079596.16,20318384.62,ZC,1,0.5,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,16665,2438.45,2438.45,OK (Atc+CAbás+V) — cálculo completo,,,1991-04-10,0010180001
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Pontilhão de Ferro da Estação da Luz,"Praça da Luz, 1",Bom Retiro,,tombado,municipal+estadual+federal,,,,,,,,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona),,,,0010180000
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Remanescente da Primitiva Estação da Estrada de Ferro Sorocabana,Rua Mauá,Bom Retiro,,tombado,municipal,,6782.00,6782.00,22820310.97,91281243.88,ZOE,1,0.1,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,67820,13459.34,13459.34,OK (Atc+CAbás+V) — cálculo completo,,,,0080390054
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Estação do Bras,Avenida Rangel Pestana,Brás,,tombado,municipal+estadual,,,,,,,,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,101554,1619.76,1619.76,Zona: lote sem sobreposição (sem SQL / lote / fora de zona),,,,0270840016
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Travessia Sobre Estrada de Ferro Perto da Estação da Mooca,,Brás / Móoca,,tombado,municipal,,,,,,ZOE,1,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,,,,Atc: SQL sem cadastro no IPTU,,,2019-04-10,0280460000
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Antiga Estação Ferroviária No Jardim Satelite,"Rua Plínio Schmidt, 085",Cidade Dutra,,tombado,municipal,,,,,,ZM,1,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,,,,Atc: SQL sem cadastro no IPTU,,,2019-04-10,1620350000
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro de Higienópolis / Edifício Na Rua Piauí 752 / Condomínio Edifício Santo André,"Rua Piaui, 752",Consolação,,tombado,municipal+estadual,,,,,,ZEU,1,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,,,,Atc: SQL sem cadastro no IPTU,,,2025-02-19,0111010000
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro de Higienópolis / Edifício Prudência e Capitalização/ Obra de Rino Levi e Roberto Cerqueira César/ 1944 - Item 12,"Avenida Higienópolis, 235",Consolação,,tombado,municipal+estadual,,,,,,ZM,1,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,,,,Atc: SQL sem cadastro no IPTU,,,1996-09-14,0100020000
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro de Higienópolis / Jacques Pilon / Condomínio Palacete Higienópolis e Maria Antonieta,"Avenida Higienópolis, 870",Consolação,,tombado,municipal+estadual,,,,,,ZM,1,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,,,,Atc: SQL sem cadastro no IPTU,,,2014-12-11,0200940000
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Cemitério da Consolação,"Rua da Consolacao, 1660",Consolação,,tombado,municipal+estadual,,6280.50,6280.50,8675819.90,34703279.58,ZOE,1,0.1,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,62805,5525.56,5525.56,OK (Atc+CAbás+V) — cálculo completo,,,2017-05-27,0100220001
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Cemitério do Araçá / Muro de Divisa Lateral do Cemitério,Avenida Doutor Arnaldo,Consolação,,tombado,municipal+estadual,,23400.00,23400.00,17794354.50,71177418.00,ZOE,1,0.1,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,234000,3041.77,3041.77,OK (Atc+CAbás+V) — cálculo completo,,,2017-08-29,0110770004
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Conjunto Arquitetênico do Antigo Colégio Visconde de Porto Seguro,"Rua João Guimarães Rosa, 129",Consolação,,tombado,municipal+estadual,,1025.00,1025.00,1782249.50,5423572.25,ZC,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,1025,5291.29,6955.12,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$6955.12/m² (face atual: R$5291.29/m²)",,,2024-01-19,0060110042
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Conjunto Arquitetênico do Antigo Colégio Visconde de Porto Seguro,"Rua João Guimarães Rosa, 111, 59",Consolação,,tombado,municipal+estadual,,3909.50,3909.50,6797760.41,20686298.26,ZC,1,0.7,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,5585,5291.29,6955.12,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$6955.12/m² (face atual: R$5291.29/m²)",,,2024-01-19,0060110048
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Conjunto Arquitetônico Na Esquina da Rua Augusta C/ Marquês de Paranaguá,"Rua Marquês de Paranaguá, 327, 329",Consolação,,tombado,municipal,,313.20,313.20,546657.72,2181895.27,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,261,6966.46,6981.58,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$6981.58/m² (face atual: R$6966.46/m²)",,,2011-07-29,0100260017
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Conjunto Arquitetônico Na Esquina da Rua Augusta C/ Marquês de Paranaguá,"Rua Marquês de Paranaguá, 315, 349, 353",Consolação,,tombado,municipal,,238.80,238.80,416800.33,1546590.59,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,199,6476.51,6981.58,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$6981.58/m² (face atual: R$6476.51/m²)",,,2011-07-29,0100260016
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Edifício Lausanne / Bairro de Higienópolis / Obra de Adolf Franz Heep  / 1953 - Item 34 / Edificações Modernas Indicadas Como Zepec,"Avenida Higienópolis, 101, 111",Consolação,,tombado,municipal,,,,,,ZM,1,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,,,,Atc: SQL sem cadastro no IPTU,,,2019-05-30,0100030000
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça Vilaboim,,Consolação,,tombado,municipal,,,,,,,,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona),,,2007-07-21,0110000000
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça Vilaboim e Elementos Constitutivos da Praça e Sua Ambiência,"Praça Vilaboim, 111",Consolação,,tombado,municipal,,126.00,126.00,430000.20,1720000.80,ZCOR-1,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,105,13650.80,13650.80,OK (Atc+CAbás+V) — cálculo completo,,,2007-07-21,0111140018
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça Villaboim e Elementos Constitutivos da Praça e Sua Ambiência,"Praça Vilaboim, 89",Consolação,,tombado,municipal,,,,,,,,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,95,13650.80,13650.80,Zona: lote sem sobreposição (sem SQL / lote / fora de zona),,,2007-07-21,0111140014
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça Villaboim e Elementos Constitutivos da Praça e Sua Ambiência,"Rua Armando Penteado, 56",Consolação,,tombado,municipal,,210.00,210.00,667072.88,2668291.50,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,175,12706.15,12706.15,OK (Atc+CAbás+V) — cálculo completo,,,2007-07-21,0110980008
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça Villaboim e Elementos Constitutivos da Praça e Sua Ambiência,"Rua Armando Penteado, 7",Consolação,,tombado,municipal,,146.40,146.40,499619.28,1996632.48,ZCOR-1,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,122,13638.20,13650.80,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$13650.80/m² (face atual: R$13638.20/m²)",,,2007-07-21,0111140137
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça Villaboim e Elementos Constitutivos da Praça e Sua Ambiência,"Praça Vilaboim, 31",Consolação,,tombado,municipal,,132.00,132.00,450476.40,1801905.60,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,110,13650.80,13650.80,OK (Atc+CAbás+V) — cálculo completo,,,2007-07-21,0111140003
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça Villaboim e Elementos Constitutivos da Praça e Sua Ambiência,"Praça Vilaboim, 85",Consolação,,tombado,municipal,,,,,,,,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,174,13650.80,13650.80,Zona: lote sem sobreposição (sem SQL / lote / fora de zona),,,2007-07-21,0111140013
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça Villaboim e Elementos Constitutivos da Praça e Sua Ambiência,"Praça Vilaboim, 52",Consolação,,tombado,municipal,,,,,,,,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona),,,2007-07-21,0111000000
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça Villaboim e Elementos Constitutivos da Praça e Sua Ambiência,"Praça Vilaboim, 20",Consolação,,tombado,municipal,,286.80,286.80,978220.31,3836297.03,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,239,13376.21,13643.24,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$13643.24/m² (face atual: R$13376.21/m²)",,,2007-07-21,0111000014
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça Villaboim e Elementos Constitutivos da Praça e Sua Ambiência,"Rua Armando Penteado, 18, 31",Consolação,,tombado,municipal,,387.60,387.60,1231225.94,4924903.74,ZC,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,323,12706.15,12706.15,OK (Atc+CAbás+V) — cálculo completo,,,2007-07-21,0110980024
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça Villaboim e Elementos Constitutivos da Praça e Sua Ambiência,"Praça Vilaboim, 41",Consolação,,tombado,municipal,,138.00,138.00,470952.60,1883810.40,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,115,13650.80,13650.80,OK (Atc+CAbás+V) — cálculo completo,,,2007-07-21,0111140004
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça Villaboim e Elementos Constitutivos da Praça e Sua Ambiência,"Praça Vilaboim, 53",Consolação,,tombado,municipal,,105.60,105.60,360381.12,1441524.48,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,88,13650.80,13650.80,OK (Atc+CAbás+V) — cálculo completo,,,2007-07-21,0111140007
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça Villaboim e Elementos Constitutivos da Praça e Sua Ambiência,"Rua Armando Penteado, 1",Consolação,,tombado,municipal,,133.20,133.20,454571.64,1816608.24,ZCOR-1,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,111,13638.20,13650.80,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$13650.80/m² (face atual: R$13638.20/m²)",,,2007-07-21,0111140136
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça Villaboim e Elementos Constitutivos da Praça e Sua Ambiência,"Praça Vilaboim, 111, 113",Consolação,,tombado,municipal,,,,,,ZCOR-1,1,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,,,,Atc: SQL sem cadastro no IPTU,,,2007-07-21,0111140150
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça Villaboim e Elementos Constitutivos da Praça e Sua Ambiência,"Praça Vilaboim, 63",Consolação,,tombado,municipal,,274.80,274.80,937809.96,3751239.84,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,229,13650.80,13650.80,OK (Atc+CAbás+V) — cálculo completo,,,2007-07-21,0111140009
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça Villaboim e Elementos Constitutivos da Praça e Sua Ambiência,"Praça Vilaboim, 47",Consolação,,tombado,municipal,,270.00,270.00,921429.00,3685716.00,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,225,13650.80,13650.80,OK (Atc+CAbás+V) — cálculo completo,,,2007-07-21,0111140005
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça Villaboim e Elementos Constitutivos da Praça e Sua Ambiência,"Rua Bahia, 204, 23",Consolação,,tombado,municipal,,,,,,ZEU,1,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,,,,Atc: SQL sem cadastro no IPTU,,,2007-07-21,0111140000
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça Villaboim e Elementos Constitutivos da Praça e Sua Ambiência,"Rua Armando Penteado, 12",Consolação,,tombado,municipal,,270.00,270.00,857665.13,3430660.50,ZCOR-1,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,225,12706.15,12706.15,OK (Atc+CAbás+V) — cálculo completo,,,2007-07-21,0110980014
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça Villaboim e Elementos Constitutivos da Praça e Sua Ambiência,"Rua Armando Penteado, 48",Consolação,,tombado,municipal,,288.00,288.00,914842.80,3659371.20,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,240,12706.15,12706.15,OK (Atc+CAbás+V) — cálculo completo,,,2007-07-21,0110980009
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça Villaboim e Elementos Constitutivos da Praça e Sua Ambiência,"Rua Armando Penteado, 21",Consolação,,tombado,municipal,,136.80,136.80,466857.36,1865705.76,ZCOR-1,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,114,13638.20,13650.80,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$13650.80/m² (face atual: R$13638.20/m²)",,,2007-07-21,0111140024
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça Villaboim e Elementos Constitutivos da Praça e Sua Ambiência,"Praça Vilaboim, 65",Consolação,,tombado,municipal,,159.60,159.60,544666.92,2178667.68,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,133,13650.80,13650.80,OK (Atc+CAbás+V) — cálculo completo,,,2007-07-21,0111140010
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça Villaboim e Elementos Constitutivos da Praça e Sua Ambiência,"Rua Armando Penteado, 33, 800",Consolação,,tombado,municipal,,195.60,195.60,667524.12,2667631.92,ZCOR-1,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,163,13638.20,13650.80,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$13650.80/m² (face atual: R$13638.20/m²)",,,2007-07-21,0111140026
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça Villaboim e Elementos Constitutivos da Praça e Sua Ambiência,"Rua Armando Penteado, 25",Consolação,,tombado,municipal,,140.40,140.40,479143.08,1914803.28,ZCOR-1,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,117,13638.20,13650.80,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$13650.80/m² (face atual: R$13638.20/m²)",,,2007-07-21,0111140025
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça Villaboim e Elementos Constitutivos da Praça e Sua Ambiência,"Rua Armando Penteado, 44",Consolação,,tombado,municipal,,270.00,270.00,857665.13,3430660.50,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,225,12706.15,12706.15,OK (Atc+CAbás+V) — cálculo completo,,,2007-07-21,0110980010
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça Villaboim e Elementos Constitutivos da Praça e Sua Ambiência,"Praça Vilaboim, 55",Consolação,,tombado,municipal,,138.00,138.00,470952.60,1883810.40,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,115,13650.80,13650.80,OK (Atc+CAbás+V) — cálculo completo,,,2007-07-21,0111140008
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça Villaboim e Elementos Constitutivos da Praça e Sua Ambiência,"Praça Vilaboim, 150, 160",Consolação,,tombado,municipal,,,,,,ZEU,1,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,,,,Atc: SQL sem cadastro no IPTU,,,2007-07-21,0110990000
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça Villaboim e Elementos Constitutivos da Praça e Sua Ambiência,"Praça Vilaboim, 93",Consolação,,tombado,municipal,,,,,,,,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,95,13650.80,13650.80,Zona: lote sem sobreposição (sem SQL / lote / fora de zona),,,2007-07-21,0111140015
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça Villaboim e Elementos Constitutivos da Praça e Sua Ambiência,"Rua Armando Penteado, 36",Consolação,,tombado,municipal,,336.00,336.00,1067316.60,4269266.40,ZC,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,280,12706.15,12706.15,OK (Atc+CAbás+V) — cálculo completo,,,2007-07-21,0110980025
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça Villaboim e Elementos Constitutivos da Praça e Sua Ambiência,"Praça Vilaboim, 49",Consolação,,tombado,municipal,,273.60,273.60,933714.72,3734858.88,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,228,13650.80,13650.80,OK (Atc+CAbás+V) — cálculo completo,,,2007-07-21,0111140006
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça Villaboim e Elementos Constitutivos da Praça e Sua Ambiência,"Rua Armando Penteado, 13",Consolação,,tombado,municipal,,136.80,136.80,466857.36,1865705.76,ZCOR-1,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,114,13638.20,13650.80,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$13650.80/m² (face atual: R$13638.20/m²)",,,2007-07-21,0111140023
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça Villaboim e Elementos Constitutivos da Praça e Sua Ambiência,"Praça Vilaboim, 99, 103",Consolação,,tombado,municipal,,,,,,ZCOR-1,1,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,,,,Atc: SQL sem cadastro no IPTU,,,2007-07-21,0111140138
